source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,radial_velocity,ra_1702,dec_1702,drift_arcsec,distance_from_wow
6765857965600060288,290.74282322302463,-27.283122735679946,15.372241178584668,-115.63023501062115,-315.1938507506575,16.10446,,290.75322994417564,-27.254755289112385,108.77791059588766,0.3592014225444192
6765861019327924736,291.030841680837,-27.298370893576816,14.209569554703107,101.57534700700651,-231.49815948756145,17.053562,,291.02169989960635,-27.277536059222932,81.9079106474195,0.5909289715509529
6765662080732001664,290.7963503801344,-27.56973358341289,12.721329635487056,19.01838042460537,-47.68958101222143,14.13938,-14.376870000000002,290.79463872589616,-27.565441521121787,16.634788964298867,0.637601829205528
